google.com,64,4.308,4.401,5.082,0.167,29 Jan 2018 16:25:51
google.com,128,4.364,4.415,4.476,0.091,29 Jan 2018 16:26:11
google.com,256,4.793,4.855,4.992,0.069,29 Jan 2018 16:26:31
google.com,512,4.878,5.009,5.639,0.178,29 Jan 2018 16:26:50
google.com,1024,5.226,5.293,5.395,0.083,29 Jan 2018 16:27:10
github.com,64,18.346,19.446,27.740,1.909,29 Jan 2018 16:28:14
github.com,128,19.366,19.535,20.401,0.292,29 Jan 2018 16:28:34
github.com,256,20.172,20.568,24.487,1.005,29 Jan 2018 16:28:54
github.com,512,21.527,21.727,22.863,0.312,29 Jan 2018 16:29:13
github.com,1024,24.626,24.724,24.827,0.182,29 Jan 2018 16:29:33
github.com,2048,30.160,30.271,30.376,0.220,29 Jan 2018 16:29:53
bitbucket.org,64,11.869,11.960,12.018,0.109,29 Jan 2018 16:30:23
bitbucket.org,128,11.557,11.610,11.684,0.094,29 Jan 2018 16:30:43
bitbucket.org,256,12.144,12.357,13.594,0.383,29 Jan 2018 16:31:02
bitbucket.org,512,12.051,12.135,12.353,0.101,29 Jan 2018 16:31:22
bitbucket.org,1024,13.063,13.165,13.298,0.073,29 Jan 2018 16:31:42
slack.com,64,5.590,6.150,13.886,1.784,29 Jan 2018 16:32:41
slack.com,128,5.673,5.760,6.594,0.217,29 Jan 2018 16:33:00
slack.com,256,5.847,5.952,6.541,0.203,29 Jan 2018 16:33:20
slack.com,512,5.869,6.044,6.313,0.181,29 Jan 2018 16:33:40
slack.com,1024,6.515,6.585,6.848,0.115,29 Jan 2018 16:33:59
slack.com,2048,7.163,7.276,7.508,0.145,29 Jan 2018 16:34:19
stackexchange.com,64,4.510,4.666,5.549,0.253,29 Jan 2018 16:34:48
stackexchange.com,128,4.531,4.583,4.673,0.075,29 Jan 2018 16:35:08
stackexchange.com,256,4.647,4.775,5.099,0.127,29 Jan 2018 16:35:27
stackexchange.com,512,5.019,5.079,5.192,0.085,29 Jan 2018 16:35:47
stackexchange.com,1024,5.641,5.686,5.800,0.063,29 Jan 2018 16:36:07
stackexchange.com,2048,6.178,6.277,6.397,0.103,29 Jan 2018 16:36:26
